epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
122,8856.03,1.44544,1.08705,0.00864,0.8066,0.67096,0.76523,0.47607,1.38479,0.96945,0.01122,0.0076042,0.0076042,0.0076042
123,8927.05,1.47688,1.09207,0.00876,0.80538,0.68133,0.76738,0.47318,1.39512,0.93539,0.01127,0.0075844,0.0075844,0.0075844
124,8997.28,1.45177,1.0924,0.00866,0.81097,0.67358,0.77078,0.47774,1.37881,0.94214,0.01128,0.0075646,0.0075646,0.0075646
125,9067.52,1.43734,1.09359,0.00868,0.79669,0.68885,0.76984,0.47308,1.38379,0.93682,0.01122,0.0075448,0.0075448,0.0075448
126,9137.69,1.44561,1.08481,0.00854,0.79628,0.68968,0.77108,0.47842,1.3761,0.93069,0.01118,0.007525,0.007525,0.007525
127,9207.94,1.45549,1.04685,0.0082,0.8121,0.69087,0.7716,0.4712,1.39307,0.94215,0.01154,0.0075052,0.0075052,0.0075052
128,9279.15,1.47012,1.08785,0.00829,0.80783,0.69524,0.77704,0.4803,1.38028,0.92182,0.01126,0.0074854,0.0074854,0.0074854
129,9349.66,1.43738,1.06347,0.00838,0.81551,0.6849,0.77588,0.48137,1.36125,0.92932,0.01083,0.0074656,0.0074656,0.0074656
130,9420.36,1.44006,1.03012,0.00814,0.80843,0.69817,0.78443,0.4814,1.3676,0.92665,0.01089,0.0074458,0.0074458,0.0074458
131,9490.45,1.43322,1.06052,0.00856,0.82819,0.69304,0.77662,0.47746,1.37761,0.91765,0.01094,0.007426,0.007426,0.007426
132,9560.95,1.41197,1.04066,0.00811,0.80159,0.70312,0.78049,0.47999,1.3652,0.90482,0.0108,0.0074062,0.0074062,0.0074062
133,9631.84,1.42614,1.04775,0.00842,0.80863,0.70232,0.78626,0.48787,1.34243,0.91022,0.01056,0.0073864,0.0073864,0.0073864
134,9702.3,1.42318,1.02661,0.00826,0.80685,0.69492,0.774,0.47967,1.3734,0.9364,0.01107,0.0073666,0.0073666,0.0073666
135,9772.82,1.40042,1.00198,0.00802,0.80333,0.71236,0.78532,0.48908,1.35502,0.90048,0.01083,0.0073468,0.0073468,0.0073468
136,9843.18,1.43421,1.04268,0.00822,0.81371,0.70778,0.78693,0.48629,1.37506,0.91917,0.01085,0.007327,0.007327,0.007327
137,9913.36,1.41178,1.03238,0.0084,0.8092,0.70085,0.78165,0.48703,1.3512,0.91656,0.01072,0.0073072,0.0073072,0.0073072
138,9984.44,1.41358,1.00026,0.00795,0.82447,0.69974,0.78601,0.48645,1.35856,0.9023,0.01087,0.0072874,0.0072874,0.0072874
139,10055.1,1.42762,1.0323,0.00812,0.8076,0.69739,0.78128,0.48848,1.36328,0.90398,0.0109,0.0072676,0.0072676,0.0072676
140,10125.3,1.40685,1.03122,0.00818,0.80499,0.68509,0.77467,0.48738,1.33913,0.92388,0.01055,0.0072478,0.0072478,0.0072478
141,10195.5,1.39755,1.00475,0.00814,0.78773,0.70595,0.7708,0.48834,1.32785,0.90448,0.01043,0.007228,0.007228,0.007228
142,10265.9,1.38433,1.00592,0.00808,0.80188,0.7064,0.78157,0.48902,1.3547,0.89292,0.01067,0.0072082,0.0072082,0.0072082
143,10336.6,1.42943,1.02939,0.00848,0.82745,0.69469,0.78849,0.49356,1.33953,0.8929,0.01057,0.0071884,0.0071884,0.0071884
144,10407.2,1.38088,0.9913,0.0081,0.80499,0.72076,0.79006,0.48829,1.34333,0.89408,0.01071,0.0071686,0.0071686,0.0071686
145,10477.5,1.38257,1.00398,0.00825,0.808,0.71903,0.79513,0.49856,1.34294,0.87464,0.01088,0.0071488,0.0071488,0.0071488
